--------------- VOSTOK FLIGHT DATA ---------------
	battery	alt	temp	accelX	accelY	accelZ	rotA	rotX	rotY	rotZ
222.14	104.00	0.31	39.86	0.58	-8.07	-0.27	1.63	-0.97	-0.22	0.14
222.16	104.00	0.31	39.86	0.57	-8.07	-0.28	1.63	-0.97	-0.22	0.14
222.18	104.00	0.31	39.86	0.57	-8.06	-0.27	1.63	-0.97	-0.22	0.14
222.20	104.00	0.31	39.86	0.58	-8.05	-0.26	1.63	-0.97	-0.22	0.14
222.22	104.00	0.35	39.85	0.56	-8.05	-0.29	1.63	-0.97	-0.22	0.14
222.24	104.00	0.35	39.85	0.60	-8.06	-0.28	1.63	-0.97	-0.22	0.14
222.26	104.00	0.35	39.85	0.59	-8.06	-0.29	1.63	-0.97	-0.22	0.14
222.28	104.00	0.35	39.85	0.58	-8.05	-0.31	1.63	-0.97	-0.22	0.14
222.30	104.00	0.35	39.85	0.60	-8.04	-0.28	1.63	-0.97	-0.22	0.14
222.32	104.00	0.34	39.85	0.57	-8.05	-0.31	1.63	-0.97	-0.22	0.14
222.34	104.00	0.34	39.85	0.59	-8.05	-0.30	1.63	-0.97	-0.22	0.14
222.36	104.00	0.34	39.85	0.60	-8.06	-0.28	1.63	-0.97	-0.22	0.14
222.38	104.00	0.34	39.85	0.62	-8.04	-0.29	1.63	-0.97	-0.22	0.14
222.40	104.00	0.37	39.85	0.62	-8.06	-0.28	1.63	-0.97	-0.22	0.14
222.42	104.00	0.37	39.85	0.60	-8.05	-0.29	1.63	-0.97	-0.22	0.14
222.44	104.00	0.34	39.85	0.60	-8.06	-0.27	1.63	-0.97	-0.22	0.14
222.46	104.00	0.34	39.85	0.62	-8.05	-0.29	1.63	-0.97	-0.22	0.14
222.48	104.00	0.36	39.85	0.62	-8.05	-0.34	1.63	-0.97	-0.22	0.14
222.50	104.00	0.36	39.85	0.60	-8.04	-0.30	1.63	-0.97	-0.22	0.14
222.52	104.00	0.34	39.85	0.58	-8.06	-0.29	1.63	-0.97	-0.22	0.14
222.54	104.00	0.34	39.85	0.58	-8.07	-0.28	1.63	-0.97	-0.22	0.14
222.56	104.00	0.33	39.85	0.60	-8.05	-0.29	1.63	-0.97	-0.22	0.14
222.58	104.00	0.33	39.85	0.60	-8.04	-0.30	1.63	-0.97	-0.22	0.14
222.60	104.00	0.36	39.85	0.58	-8.05	-0.31	1.63	-0.97	-0.22	0.14
222.62	104.00	0.36	39.85	0.60	-8.08	-0.28	1.63	-0.97	-0.22	0.14
222.64	104.00	0.35	39.85	0.58	-8.08	-0.31	1.63	-0.97	-0.22	0.14
222.66	104.00	0.35	39.85	0.59	-8.06	-0.26	1.63	-0.97	-0.22	0.14
222.68	104.00	0.35	39.85	0.58	-8.06	-0.24	1.63	-0.97	-0.22	0.14
222.70	104.00	0.35	39.85	0.57	-8.07	-0.28	1.63	-0.97	-0.22	0.14
222.72	104.00	0.35	39.85	0.59	-8.04	-0.29	1.63	-0.97	-0.22	0.14
222.74	104.00	0.38	39.85	0.60	-8.06	-0.28	1.63	-0.97	-0.22	0.14
222.76	104.00	0.38	39.85	0.60	-8.06	-0.28	1.63	-0.97	-0.22	0.14
222.78	104.00	0.38	39.85	0.62	-8.07	-0.29	1.63	-0.97	-0.22	0.14
222.80	104.00	0.38	39.85	0.58	-8.06	-0.26	1.63	-0.97	-0.22	0.14
222.82	104.00	0.37	39.85	0.59	-8.05	-0.29	1.63	-0.97	-0.22	0.14
222.84	104.00	0.37	39.85	0.60	-8.04	-0.29	1.63	-0.97	-0.22	0.14
222.86	104.00	0.35	39.85	0.61	-8.07	-0.30	1.63	-0.97	-0.22	0.14
222.88	104.00	0.35	39.85	0.60	-8.05	-0.27	1.63	-0.97	-0.22	0.14
222.90	104.00	0.39	39.85	0.59	-8.03	-0.28	1.63	-0.97	-0.22	0.14
222.92	104.00	0.39	39.85	0.59	-8.06	-0.30	1.63	-0.97	-0.22	0.14
222.94	104.00	0.39	39.85	0.61	-8.06	-0.30	1.63	-0.97	-0.22	0.14
222.96	104.00	0.39	39.85	0.58	-8.06	-0.31	1.63	-0.97	-0.22	0.14
222.98	104.00	0.38	39.85	0.63	-8.05	-0.30	1.63	-0.97	-0.22	0.14
223.00	104.00	0.38	39.85	0.58	-8.05	-0.31	1.63	-0.97	-0.22	0.14
223.06	104.00	0.41	39.84	0.59	-8.07	-0.28	1.63	-0.97	-0.22	0.14
223.07	104.00	0.41	39.84	0.59	-8.04	-0.30	1.63	-0.97	-0.22	0.14
223.08	104.00	0.41	39.84	0.60	-8.06	-0.33	1.63	-0.97	-0.22	0.14
223.09	104.00	0.40	39.84	0.60	-8.08	-0.31	1.63	-0.97	-0.22	0.14
223.10	104.00	0.40	39.84	0.58	-8.06	-0.31	1.63	-0.97	-0.22	0.14
223.12	104.00	0.38	39.84	0.58	-8.05	-0.33	1.63	-0.97	-0.22	0.14
223.14	104.00	0.38	39.84	0.60	-8.07	-0.30	1.63	-0.97	-0.22	0.14
223.16	104.00	0.37	39.84	0.57	-8.07	-0.32	1.63	-0.97	-0.22	0.14
223.18	104.00	0.37	39.84	0.60	-8.07	-0.30	1.63	-0.97	-0.22	0.14
223.20	104.00	0.38	39.84	0.61	-8.05	-0.29	1.63	-0.97	-0.22	0.14
223.22	104.00	0.38	39.84	0.63	-8.07	-0.28	1.63	-0.97	-0.22	0.14
223.24	104.00	0.40	39.84	0.60	-8.06	-0.24	1.63	-0.97	-0.22	0.14
223.26	104.00	0.40	39.84	0.60	-8.07	-0.28	1.63	-0.97	-0.22	0.14
223.28	104.00	0.40	39.84	0.59	-8.07	-0.26	1.63	-0.97	-0.22	0.14
223.30	104.00	0.40	39.84	0.60	-8.06	-0.28	1.63	-0.97	-0.22	0.14
223.32	104.00	0.39	39.84	0.60	-8.08	-0.28	1.63	-0.97	-0.22	0.14
223.34	104.00	0.39	39.84	0.59	-8.07	-0.30	1.63	-0.97	-0.22	0.14
223.36	104.00	0.39	39.84	0.59	-8.06	-0.29	1.63	-0.97	-0.22	0.14
223.38	104.00	0.39	39.84	0.56	-8.06	-0.28	1.63	-0.97	-0.22	0.14
223.40	104.00	0.39	39.84	0.58	-8.06	-0.28	1.63	-0.97	-0.22	0.14
223.42	104.00	0.39	39.84	0.58	-8.06	-0.30	1.63	-0.97	-0.22	0.14
223.44	104.00	0.39	39.84	0.58	-8.05	-0.29	1.63	-0.97	-0.22	0.14
223.46	104.00	0.39	39.84	0.59	-8.05	-0.29	1.63	-0.97	-0.22	0.14
223.48	104.00	0.39	39.84	0.60	-8.05	-0.29	1.63	-0.97	-0.22	0.14
223.50	104.00	0.39	39.84	0.60	-8.04	-0.30	1.63	-0.97	-0.22	0.14
223.52	104.00	0.37	39.84	0.60	-8.05	-0.27	1.63	-0.97	-0.22	0.14
223.54	104.00	0.39	39.84	0.59	-8.08	-0.31	1.63	-0.97	-0.22	0.14
223.56	104.00	0.39	39.84	0.61	-8.06	-0.30	1.63	-0.97	-0.22	0.14
223.58	104.00	0.37	39.84	0.57	-8.06	-0.30	1.63	-0.97	-0.22	0.14
223.60	104.00	0.37	39.84	0.59	-8.06	-0.30	1.63	-0.97	-0.22	0.14
223.62	104.00	0.37	39.84	0.56	-8.08	-0.32	1.63	-0.97	-0.22	0.14
223.64	104.00	0.37	39.84	0.61	-8.06	-0.26	1.63	-0.97	-0.22	0.14
223.66	104.00	0.36	39.84	0.60	-8.06	-0.27	1.63	-0.97	-0.22	0.14
223.68	104.00	0.36	39.84	0.61	-8.04	-0.26	1.63	-0.97	-0.22	0.14
223.70	104.00	0.36	39.84	0.62	-8.07	-0.24	1.63	-0.97	-0.22	0.14
223.72	104.00	0.36	39.84	0.60	-8.07	-0.28	1.63	-0.97	-0.22	0.14
223.74	104.00	0.39	39.84	0.59	-8.05	-0.27	1.63	-0.97	-0.22	0.14
223.76	104.00	0.39	39.84	0.58	-8.07	-0.29	1.63	-0.97	-0.22	0.14
223.78	104.00	0.41	39.84	0.59	-8.07	-0.28	1.63	-0.97	-0.22	0.14
223.80	104.00	0.41	39.84	0.57	-8.06	-0.28	1.63	-0.97	-0.22	0.14
223.82	104.00	0.41	39.84	0.55	-8.04	-0.29	1.63	-0.97	-0.22	0.14
223.84	104.00	0.41	39.84	0.58	-8.05	-0.28	1.63	-0.97	-0.22	0.14
223.86	104.00	0.39	39.84	0.56	-8.03	-0.34	1.63	-0.97	-0.22	0.14
223.88	104.00	0.39	39.84	0.56	-8.06	-0.28	1.63	-0.97	-0.22	0.14
223.90	104.00	0.42	39.84	0.58	-8.05	-0.31	1.63	-0.97	-0.22	0.14
223.92	104.00	0.42	39.84	0.56	-8.06	-0.31	1.63	-0.97	-0.22	0.14
223.94	104.00	0.42	39.84	0.59	-8.04	-0.29	1.63	-0.97	-0.22	0.14
223.96	104.00	0.40	39.84	0.59	-8.05	-0.33	1.63	-0.97	-0.22	0.14
223.98	104.00	0.40	39.84	0.61	-8.07	-0.30	1.63	-0.97	-0.22	0.14
224.00	104.00	0.40	39.84	0.59	-8.06	-0.29	1.63	-0.97	-0.22	0.14
224.05	104.00	0.40	39.84	0.62	-8.05	-0.29	1.63	-0.97	-0.22	0.14
224.06	104.00	0.40	39.84	0.62	-8.06	-0.27	1.63	-0.97	-0.22	0.14
224.07	104.00	0.40	39.84	0.64	-8.04	-0.29	1.63	-0.97	-0.22	0.14
224.08	104.00	0.40	39.84	0.62	-8.07	-0.29	1.63	-0.97	-0.22	0.14
224.10	104.00	0.40	39.84	0.62	-8.07	-0.26	1.63	-0.97	-0.22	0.14
224.12	104.00	0.39	39.84	0.58	-8.06	-0.27	1.63	-0.97	-0.22	0.14
224.14	104.00	0.39	39.84	0.60	-8.07	-0.29	1.63	-0.97	-0.22	0.14
224.16	104.00	0.39	39.84	0.57	-8.07	-0.27	1.63	-0.97	-0.22	0.14
224.18	104.00	0.39	39.84	0.57	-8.06	-0.27	1.63	-0.97	-0.22	0.14
224.20	104.00	0.39	39.84	0.57	-8.06	-0.31	1.63	-0.97	-0.22	0.14
224.22	104.00	0.39	39.84	0.57	-8.06	-0.30	1.63	-0.97	-0.22	0.14
224.24	104.00	0.39	39.84	0.59	-8.06	-0.27	1.63	-0.97	-0.22	0.14
224.26	104.00	0.39	39.84	0.57	-8.05	-0.28	1.63	-0.97	-0.22	0.14
224.28	104.00	0.39	39.84	0.58	-8.06	-0.31	1.63	-0.97	-0.22	0.14
224.30	104.00	0.39	39.84	0.59	-8.07	-0.29	1.63	-0.97	-0.22	0.14
224.32	104.00	0.40	39.84	0.57	-8.06	-0.27	1.63	-0.97	-0.22	0.14
224.34	104.00	0.40	39.84	0.57	-8.06	-0.28	1.63	-0.97	-0.22	0.14
224.36	104.00	0.39	39.84	0.57	-8.06	-0.29	1.63	-0.97	-0.22	0.14
224.38	104.00	0.39	39.84	0.58	-8.06	-0.28	1.63	-0.97	-0.22	0.14
224.40	104.00	0.39	39.84	0.57	-8.07	-0.28	1.63	-0.97	-0.22	0.14
224.42	104.00	0.39	39.84	0.58	-8.06	-0.26	1.63	-0.97	-0.22	0.14
224.44	104.00	0.39	39.84	0.56	-8.05	-0.27	1.63	-0.97	-0.22	0.14
224.46	104.00	0.41	39.83	0.60	-8.05	-0.29	1.63	-0.97	-0.22	0.14
224.48	104.00	0.41	39.83	0.59	-8.06	-0.29	1.63	-0.97	-0.22	0.14
224.50	104.00	0.39	39.83	0.58	-8.05	-0.29	1.63	-0.97	-0.22	0.14
224.52	104.00	0.39	39.83	0.61	-8.06	-0.30	1.63	-0.97	-0.22	0.14
224.54	104.00	0.39	39.83	0.62	-8.06	-0.28	1.63	-0.97	-0.22	0.14
224.56	104.00	0.39	39.83	0.60	-8.06	-0.27	1.63	-0.97	-0.22	0.14
224.58	104.00	0.38	39.83	0.62	-8.05	-0.30	1.63	-0.97	-0.22	0.14
224.60	104.00	0.38	39.83	0.62	-8.07	-0.29	1.63	-0.97	-0.22	0.14
224.62	104.00	0.38	39.83	0.63	-8.06	-0.30	1.63	-0.97	-0.22	0.14
224.64	104.00	0.38	39.83	0.63	-8.06	-0.29	1.63	-0.97	-0.22	0.14
224.66	104.00	0.38	39.83	0.63	-8.06	-0.29	1.63	-0.97	-0.22	0.14
224.68	104.00	0.38	39.83	0.59	-8.05	-0.32	1.63	-0.97	-0.22	0.14
224.70	104.00	0.36	39.83	0.58	-8.07	-0.29	1.63	-0.97	-0.22	0.14
224.72	104.00	0.36	39.83	0.54	-8.06	-0.30	1.63	-0.97	-0.22	0.14
224.74	104.00	0.40	39.83	0.56	-8.04	-0.32	1.63	-0.97	-0.22	0.14
224.76	104.00	0.40	39.83	0.53	-8.06	-0.30	1.63	-0.97	-0.22	0.14
224.78	104.00	0.39	39.83	0.55	-8.05	-0.29	1.63	-0.97	-0.22	0.14
224.80	104.00	0.39	39.83	0.55	-8.05	-0.31	1.63	-0.97	-0.22	0.14
224.82	104.00	0.39	39.83	0.58	-8.05	-0.30	1.63	-0.97	-0.22	0.14
224.84	104.00	0.39	39.83	0.61	-8.05	-0.32	1.63	-0.97	-0.22	0.14
224.86	104.00	0.39	39.83	0.56	-8.07	-0.33	1.63	-0.97	-0.22	0.14
224.88	104.00	0.39	39.83	0.59	-8.07	-0.30	1.63	-0.97	-0.22	0.14
224.90	104.00	0.39	39.83	0.58	-8.05	-0.30	1.63	-0.97	-0.22	0.14
224.92	104.00	0.39	39.83	0.62	-8.06	-0.28	1.63	-0.97	-0.22	0.14
224.94	104.00	0.39	39.83	0.58	-8.06	-0.30	1.63	-0.97	-0.22	0.14
224.96	104.00	0.37	39.83	0.60	-8.07	-0.28	1.63	-0.97	-0.22	0.14
224.98	104.00	0.37	39.83	0.60	-8.07	-0.32	1.63	-0.97	-0.22	0.14
225.00	104.00	0.37	39.83	0.61	-8.08	-0.30	1.63	-0.97	-0.22	0.14
225.05	104.00	0.37	39.83	0.61	-8.06	-0.31	1.63	-0.97	-0.22	0.14
225.06	104.00	0.37	39.83	0.62	-8.07	-0.29	1.63	-0.97	-0.22	0.14
225.07	104.00	0.37	39.83	0.63	-8.06	-0.29	1.63	-0.97	-0.22	0.14
225.08	104.00	0.37	39.83	0.63	-8.07	-0.31	1.63	-0.97	-0.22	0.14
225.10	104.00	0.37	39.83	0.61	-8.06	-0.28	1.63	-0.97	-0.22	0.14
225.12	104.00	0.37	39.83	0.63	-8.05	-0.33	1.63	-0.97	-0.22	0.14
225.14	104.00	0.37	39.83	0.60	-8.05	-0.30	1.63	-0.97	-0.22	0.14
225.16	104.00	0.36	39.83	0.59	-8.07	-0.34	1.63	-0.97	-0.22	0.14
225.18	104.00	0.36	39.83	0.60	-8.07	-0.32	1.63	-0.97	-0.22	0.14
225.20	104.00	0.34	39.83	0.58	-8.05	-0.32	1.63	-0.97	-0.22	0.14
225.22	104.00	0.34	39.83	0.57	-8.07	-0.32	1.63	-0.97	-0.22	0.14
225.24	104.00	0.34	39.83	0.56	-8.05	-0.30	1.63	-0.97	-0.22	0.14
225.26	104.00	0.34	39.83	0.58	-8.05	-0.30	1.63	-0.97	-0.22	0.14
225.28	104.00	0.33	39.83	0.59	-8.05	-0.31	1.63	-0.97	-0.22	0.14
225.30	104.00	0.35	39.83	0.58	-8.06	-0.32	1.63	-0.97	-0.22	0.14
225.32	104.00	0.35	39.83	0.57	-8.05	-0.30	1.63	-0.97	-0.22	0.14
225.34	104.00	0.35	39.83	0.59	-8.08	-0.29	1.63	-0.97	-0.22	0.14
225.36	104.00	0.35	39.83	0.60	-8.05	-0.27	1.63	-0.97	-0.22	0.14
225.38	104.00	0.34	39.83	0.60	-8.05	-0.29	1.63	-0.97	-0.22	0.14
225.40	104.00	0.34	39.83	0.59	-8.05	-0.28	1.63	-0.97	-0.22	0.14
225.42	104.00	0.34	39.83	0.61	-8.05	-0.27	1.63	-0.97	-0.22	0.14
225.44	104.00	0.34	39.83	0.62	-8.05	-0.26	1.63	-0.97	-0.22	0.14
225.46	104.00	0.37	39.83	0.60	-8.06	-0.27	1.63	-0.97	-0.22	0.14
225.48	104.00	0.37	39.83	0.62	-8.05	-0.27	1.63	-0.97	-0.22	0.14
225.50	104.00	0.35	39.83	0.63	-8.08	-0.27	1.63	-0.97	-0.22	0.14
225.52	104.00	0.35	39.83	0.62	-8.07	-0.26	1.63	-0.97	-0.22	0.14
225.54	104.00	0.34	39.83	0.61	-8.07	-0.25	1.63	-0.97	-0.22	0.14
225.56	104.00	0.34	39.83	0.60	-8.08	-0.26	1.63	-0.97	-0.22	0.14
225.58	104.00	0.33	39.83	0.60	-8.06	-0.30	1.63	-0.97	-0.22	0.14
225.60	104.00	0.33	39.83	0.59	-8.06	-0.32	1.63	-0.97	-0.22	0.14
225.62	104.00	0.33	39.83	0.58	-8.05	-0.31	1.63	-0.97	-0.22	0.14
225.64	104.00	0.33	39.83	0.59	-8.04	-0.33	1.63	-0.97	-0.22	0.14
225.66	104.00	0.34	39.83	0.59	-8.05	-0.30	1.63	-0.97	-0.22	0.14
225.68	104.00	0.34	39.83	0.58	-8.06	-0.29	1.63	-0.97	-0.22	0.14
225.70	104.00	0.33	39.83	0.58	-8.04	-0.31	1.63	-0.97	-0.22	0.14
225.72	104.00	0.33	39.83	0.60	-8.06	-0.32	1.63	-0.97	-0.22	0.14
225.74	104.00	0.33	39.83	0.59	-8.04	-0.30	1.63	-0.97	-0.22	0.14
225.76	104.00	0.31	39.83	0.61	-8.06	-0.29	1.63	-0.97	-0.22	0.14
225.78	104.00	0.31	39.83	0.62	-8.07	-0.33	1.63	-0.97	-0.22	0.14
225.80	104.00	0.31	39.83	0.60	-8.05	-0.27	1.63	-0.97	-0.22	0.14
225.82	104.00	0.31	39.83	0.59	-8.05	-0.28	1.63	-0.97	-0.22	0.14
225.84	104.00	0.30	39.83	0.59	-8.08	-0.32	1.63	-0.97	-0.22	0.14
225.86	104.00	0.30	39.83	0.60	-8.05	-0.27	1.63	-0.97	-0.22	0.14
225.88	104.00	0.30	39.83	0.60	-8.06	-0.25	1.63	-0.97	-0.22	0.14
225.90	104.00	0.30	39.83	0.61	-8.06	-0.25	1.63	-0.97	-0.22	0.14
225.92	104.00	0.28	39.83	0.59	-8.04	-0.29	1.63	-0.97	-0.22	0.14
225.94	104.00	0.28	39.83	0.59	-8.04	-0.31	1.63	-0.97	-0.22	0.14
225.96	104.00	0.32	39.82	0.60	-8.09	-0.29	1.63	-0.97	-0.22	0.14
225.98	104.00	0.32	39.82	0.58	-8.08	-0.28	1.63	-0.97	-0.22	0.14
226.00	104.00	0.32	39.82	0.61	-8.06	-0.26	1.63	-0.97	-0.22	0.14
226.05	104.00	0.33	39.82	0.58	-8.04	-0.28	1.63	-0.97	-0.22	0.14
226.06	104.00	0.33	39.82	0.58	-8.07	-0.30	1.63	-0.97	-0.22	0.14
226.07	104.00	0.33	39.82	0.59	-8.05	-0.28	1.63	-0.97	-0.22	0.14
226.08	104.00	0.33	39.82	0.58	-8.06	-0.31	1.63	-0.97	-0.22	0.14
226.10	104.00	0.33	39.82	0.58	-8.07	-0.32	1.63	-0.97	-0.22	0.14
226.12	104.00	0.32	39.82	0.57	-8.06	-0.29	1.63	-0.97	-0.22	0.14
226.14	104.00	0.32	39.82	0.55	-8.07	-0.34	1.63	-0.97	-0.22	0.14
226.16	104.00	0.32	39.82	0.58	-8.06	-0.32	1.63	-0.97	-0.22	0.14
226.18	104.00	0.32	39.82	0.59	-8.08	-0.34	1.63	-0.97	-0.22	0.14
226.20	104.00	0.32	39.82	0.58	-8.07	-0.32	1.63	-0.97	-0.22	0.14
226.22	104.00	0.32	39.82	0.61	-8.04	-0.34	1.63	-0.97	-0.22	0.14
226.24	104.00	0.32	39.82	0.60	-8.06	-0.29	1.63	-0.97	-0.22	0.14
226.26	104.00	0.35	39.82	0.61	-8.06	-0.29	1.63	-0.97	-0.22	0.14
226.28	104.00	0.35	39.82	0.66	-8.07	-0.29	1.63	-0.97	-0.22	0.14
226.30	104.00	0.34	39.82	0.62	-8.05	-0.28	1.63	-0.97	-0.22	0.14
226.32	104.00	0.34	39.82	0.60	-8.08	-0.27	1.63	-0.97	-0.22	0.14
226.34	104.00	0.34	39.82	0.62	-8.06	-0.27	1.63	-0.97	-0.22	0.14
226.36	104.00	0.34	39.82	0.61	-8.05	-0.24	1.63	-0.97	-0.22	0.14
226.38	104.00	0.34	39.82	0.60	-8.07	-0.25	1.63	-0.97	-0.22	0.14
226.40	104.00	0.34	39.82	0.58	-8.06	-0.29	1.63	-0.97	-0.22	0.14
226.42	104.00	0.34	39.82	0.61	-8.05	-0.24	1.63	-0.97	-0.22	0.14
226.44	104.00	0.34	39.82	0.59	-8.06	-0.28	1.63	-0.97	-0.22	0.14
226.46	104.00	0.36	39.82	0.59	-8.05	-0.26	1.63	-0.97	-0.22	0.14
226.48	104.00	0.36	39.82	0.58	-8.07	-0.28	1.63	-0.97	-0.22	0.14
226.50	104.00	0.36	39.82	0.57	-8.06	-0.29	1.63	-0.97	-0.22	0.14
226.52	104.00	0.36	39.82	0.55	-8.07	-0.29	1.63	-0.97	-0.22	0.14
226.54	104.00	0.35	39.82	0.54	-8.05	-0.26	1.63	-0.97	-0.22	0.14
226.56	104.00	0.35	39.82	0.54	-8.06	-0.31	1.63	-0.97	-0.22	0.14
226.58	104.00	0.33	39.82	0.58	-8.05	-0.31	1.63	-0.97	-0.22	0.14
226.60	104.00	0.33	39.82	0.56	-8.06	-0.30	1.63	-0.97	-0.22	0.14
226.62	104.00	0.33	39.82	0.60	-8.07	-0.27	1.63	-0.97	-0.22	0.14
226.64	104.00	0.33	39.82	0.59	-8.04	-0.28	1.63	-0.97	-0.22	0.14
226.66	104.00	0.33	39.82	0.60	-8.06	-0.30	1.63	-0.97	-0.22	0.14
226.68	104.00	0.32	39.82	0.61	-8.05	-0.29	1.63	-0.97	-0.22	0.14
226.70	104.00	0.32	39.82	0.59	-8.07	-0.27	1.63	-0.97	-0.22	0.14
226.72	104.00	0.32	39.82	0.58	-8.06	-0.30	1.63	-0.97	-0.22	0.14
226.74	104.00	0.32	39.82	0.59	-8.06	-0.28	1.63	-0.97	-0.22	0.14
226.76	104.00	0.31	39.82	0.61	-8.06	-0.32	1.63	-0.97	-0.22	0.14
226.78	104.00	0.31	39.82	0.59	-8.07	-0.31	1.63	-0.97	-0.22	0.14
226.80	104.00	0.29	39.82	0.60	-8.07	-0.25	1.63	-0.97	-0.22	0.14
226.82	104.00	0.29	39.82	0.62	-8.06	-0.24	1.63	-0.97	-0.22	0.14
226.84	104.00	0.29	39.82	0.62	-8.06	-0.31	1.63	-0.97	-0.22	0.14
226.86	104.00	0.29	39.82	0.62	-8.08	-0.30	1.63	-0.97	-0.22	0.14
226.88	104.00	0.28	39.82	0.62	-8.04	-0.30	1.63	-0.97	-0.22	0.14
226.90	104.00	0.28	39.82	0.63	-8.06	-0.28	1.63	-0.97	-0.22	0.14
226.92	104.00	0.28	39.82	0.62	-8.05	-0.29	1.63	-0.97	-0.22	0.14
226.94	104.00	0.28	39.82	0.60	-8.05	-0.29	1.63	-0.97	-0.22	0.14
226.96	104.00	0.28	39.82	0.58	-8.05	-0.32	1.63	-0.97	-0.22	0.14
226.98	104.00	0.28	39.82	0.56	-8.05	-0.31	1.63	-0.97	-0.22	0.14
227.00	104.00	0.26	39.82	0.58	-8.05	-0.29	1.63	-0.97	-0.22	0.14
227.05	104.00	0.26	39.82	0.53	-8.04	-0.32	1.63	-0.97	-0.22	0.14
227.06	104.00	0.28	39.82	0.56	-8.04	-0.30	1.63	-0.97	-0.22	0.14
227.07	104.00	0.28	39.82	0.55	-8.05	-0.29	1.63	-0.97	-0.22	0.14
227.08	104.00	0.28	39.82	0.55	-8.05	-0.28	1.63	-0.97	-0.22	0.14
227.10	104.00	0.27	39.82	0.54	-8.05	-0.31	1.63	-0.97	-0.22	0.14
227.12	104.00	0.27	39.82	0.58	-8.03	-0.27	1.63	-0.97	-0.22	0.14
227.14	104.00	0.24	39.82	0.61	-8.07	-0.26	1.63	-0.97	-0.22	0.14
227.16	104.00	0.24	39.82	0.62	-8.06	-0.28	1.63	-0.97	-0.22	0.14
227.18	104.00	0.24	39.82	0.63	-8.07	-0.28	1.63	-0.97	-0.22	0.14
227.20	104.00	0.24	39.82	0.63	-8.03	-0.29	1.63	-0.97	-0.22	0.14
227.22	104.00	0.26	39.81	0.59	-8.04	-0.27	1.63	-0.97	-0.22	0.14
227.24	104.00	0.26	39.81	0.58	-8.06	-0.25	1.63	-0.97	-0.22	0.14
227.26	104.00	0.24	39.81	0.58	-8.06	-0.29	1.63	-0.97	-0.22	0.14
227.28	104.00	0.24	39.81	0.59	-8.04	-0.31	1.63	-0.97	-0.22	0.14
227.30	104.00	0.24	39.81	0.60	-8.06	-0.32	1.63	-0.97	-0.22	0.14
227.32	104.00	0.24	39.81	0.61	-8.07	-0.30	1.63	-0.97	-0.22	0.14
227.34	104.00	0.22	39.81	0.62	-8.07	-0.33	1.63	-0.97	-0.22	0.14
227.36	104.00	0.22	39.81	0.62	-8.07	-0.30	1.63	-0.97	-0.22	0.14
227.38	104.00	0.20	39.81	0.65	-8.04	-0.32	1.63	-0.97	-0.22	0.14
227.40	104.00	0.20	39.81	0.62	-8.07	-0.30	1.63	-0.97	-0.22	0.14
227.42	104.00	0.22	39.81	0.63	-8.04	-0.34	1.63	-0.97	-0.22	0.14
227.44	104.00	0.22	39.81	0.59	-8.04	-0.32	1.63	-0.97	-0.22	0.14
227.46	104.00	0.22	39.81	0.58	-8.07	-0.31	1.63	-0.97	-0.22	0.14
227.48	104.00	0.20	39.81	0.59	-8.06	-0.32	1.63	-0.97	-0.22	0.14
227.50	104.00	0.20	39.81	0.58	-8.07	-0.28	1.63	-0.97	-0.22	0.14
227.52	104.00	0.22	39.81	0.57	-8.05	-0.26	1.63	-0.97	-0.22	0.14
227.54	104.00	0.22	39.81	0.57	-8.04	-0.25	1.63	-0.97	-0.22	0.14
227.56	104.00	0.20	39.81	0.60	-8.07	-0.28	1.63	-0.97	-0.22	0.14
227.58	104.00	0.20	39.81	0.59	-8.06	-0.22	1.63	-0.97	-0.22	0.14
227.60	104.00	0.19	39.81	0.62	-8.06	-0.26	1.63	-0.97	-0.22	0.14
227.62	104.00	0.19	39.81	0.61	-8.06	-0.21	1.63	-0.97	-0.22	0.14
227.64	104.00	0.17	39.81	0.59	-8.07	-0.27	1.63	-0.97	-0.22	0.14
227.66	104.00	0.17	39.81	0.60	-8.09	-0.27	1.63	-0.97	-0.22	0.14
227.68	104.00	0.21	39.81	0.57	-8.06	-0.26	1.63	-0.97	-0.22	0.14
227.70	104.00	0.21	39.81	0.58	-8.05	-0.27	1.63	-0.97	-0.22	0.14
227.72	104.00	0.20	39.81	0.58	-8.06	-0.26	1.63	-0.97	-0.22	0.14
227.74	104.00	0.20	39.81	0.56	-8.06	-0.29	1.63	-0.97	-0.22	0.14
227.76	104.00	0.18	39.81	0.58	-8.05	-0.30	1.63	-0.97	-0.22	0.14
227.78	104.00	0.18	39.81	0.54	-8.06	-0.29	1.63	-0.97	-0.22	0.14
227.80	104.00	0.21	39.80	0.58	-8.05	-0.29	1.63	-0.97	-0.22	0.14
227.82	104.00	0.21	39.80	0.58	-8.06	-0.33	1.63	-0.97	-0.22	0.14
227.84	104.00	0.20	39.80	0.61	-8.05	-0.33	1.63	-0.97	-0.22	0.14
227.86	104.00	0.20	39.80	0.59	-8.07	-0.34	1.63	-0.97	-0.22	0.14
227.88	104.00	0.19	39.80	0.61	-8.06	-0.34	1.63	-0.97	-0.22	0.14
227.90	104.00	0.19	39.80	0.62	-8.06	-0.31	1.63	-0.97	-0.22	0.14
227.92	104.00	0.19	39.80	0.64	-8.06	-0.30	1.63	-0.97	-0.22	0.14
